RecordID,Timestamp,RequestsIn Last Minute,ActiveVMs,AvgCPU%,AvgQueueLength,VMProvisioningDelay (s),Notes
417,20/10/2025 06:56,1433,9,63.7,5.6,60,Provisioning new VM
418,20/10/2025 06:57,1217,9,54.1,3.2,60,Provisioning new VM
419,20/10/2025 06:58,1377,10,61.2,4.8,0,New VM active
420,20/10/2025 06:59,1210,10,48.4,2.3,0,Normal load
421,20/10/2025 07:00,1509,10,60.4,4.6,0,Normal load
422,20/10/2025 07:01,1463,10,58.5,4.1,0,Normal load
423,20/10/2025 07:02,1163,10,46.5,2,0,Normal load
424,20/10/2025 07:03,1346,10,53.8,3.1,0,Normal load
425,20/10/2025 07:04,1297,10,51.9,2.8,0,Normal load
426,20/10/2025 07:05,3513,10,100,50,60,Scale-out triggered
427,20/10/2025 07:06,1055,10,42.2,1.5,60,Provisioning new VM
428,20/10/2025 07:07,1303,10,52.1,2.8,60,Provisioning new VM
429,20/10/2025 07:08,1359,10,54.4,3.2,60,Provisioning new VM
430,20/10/2025 07:09,936,10,37.4,1.1,0,Scale-in
431,20/10/2025 07:10,1023,10,40.9,1.4,0,Normal load
432,20/10/2025 07:11,894,9,35.8,1,0,Scale-in
433,20/10/2025 07:12,1160,9,51.6,2.7,0,Normal load
434,20/10/2025 07:13,1308,9,58.1,4,0,Normal load
435,20/10/2025 07:14,1425,9,63.3,5.5,0,Normal load
436,20/10/2025 07:15,1211,9,53.8,3.1,0,Normal load
437,20/10/2025 07:16,1444,9,64.2,5.7,0,Normal load
438,20/10/2025 07:17,2482,9,100,50,60,Scale-out triggered
439,20/10/2025 07:18,944,9,42,1.5,60,Provisioning new VM
440,20/10/2025 07:19,1192,9,53,3,60,Provisioning new VM
441,20/10/2025 07:20,1258,9,55.9,3.5,60,Provisioning new VM
442,20/10/2025 07:21,598,9,26.6,0.5,0,Scale-in
443,20/10/2025 07:22,890,8,39.6,1.3,0,Scale-in
444,20/10/2025 07:23,1187,8,59.4,4.3,0,Normal load
445,20/10/2025 07:24,1004,8,50.2,2.5,0,Normal load
446,20/10/2025 07:25,1300,8,65,6,0,Normal load
447,20/10/2025 07:26,1255,8,62.7,5.3,0,Normal load
448,20/10/2025 07:27,1059,8,53,3,0,Normal load
449,20/10/2025 07:28,561,7,28.1,0.5,0,Scale-in
450,20/10/2025 07:29,1041,7,59.5,4.4,0,Normal load
451,20/10/2025 07:30,1191,7,68.1,7.3,0,Normal load
452,20/10/2025 07:31,1343,7,76.7,12.7,60,Scale-out triggered
453,20/10/2025 07:32,1052,7,60.1,4.5,60,Provisioning new VM
454,20/10/2025 07:33,3189,7,100,50,60,Provisioning new VM
455,20/10/2025 07:34,1120,7,64,5.7,60,Provisioning new VM; Network event
456,20/10/2025 07:35,1081,8,61.8,5,0,New VM active
457,20/10/2025 07:36,1184,8,59.2,4.3,0,Normal load
458,20/10/2025 07:37,1045,8,52.2,2.9,0,Normal load
459,20/10/2025 07:38,1117,8,55.8,3.5,0,Normal load
460,20/10/2025 07:39,1020,8,51,2.7,0,Normal load
461,20/10/2025 07:40,1495,8,74.8,11.1,60,Scale-out triggered
462,20/10/2025 07:41,3013,8,100,50,60,Provisioning new VM
463,20/10/2025 07:42,1095,8,54.8,3.3,60,Provisioning new VM
464,20/10/2025 07:43,616,8,30.8,0.7,60,Provisioning new VM
465,20/10/2025 07:44,1183,9,59.2,4.3,0,New VM active
466,20/10/2025 07:45,1167,9,51.9,2.8,0,Normal load
467,20/10/2025 07:46,1292,9,57.4,3.9,0,Normal load
468,20/10/2025 07:47,1314,9,58.4,4.1,0,Normal load
469,20/10/2025 07:48,1120,9,49.8,2.5,0,Normal load
470,20/10/2025 07:49,1114,9,49.5,2.4,0,Normal load
471,20/10/2025 07:50,1159,9,51.5,2.7,0,Normal load
472,20/10/2025 07:51,855,8,38,1.2,0,Scale-in
473,20/10/2025 07:52,973,8,48.6,2.3,0,Normal load
474,20/10/2025 07:53,1405,8,70.2,8.3,60,Scale-out triggered
475,20/10/2025 07:54,1447,8,72.4,9.5,60,Provisioning new VM
476,20/10/2025 07:55,1163,8,58.2,4,60,Provisioning new VM
477,20/10/2025 07:56,1286,8,64.3,5.8,60,Provisioning new VM
478,20/10/2025 07:57,1247,9,62.4,5.2,0,New VM active
479,20/10/2025 07:58,4000,9,100,50,60,Scale-out triggered
480,20/10/2025 07:59,1368,9,60.8,4.7,60,Provisioning new VM
481,20/10/2025 08:00,2125,9,94.4,80.3,60,Provisioning new VM
482,20/10/2025 08:01,1902,9,84.5,23.1,60,Provisioning new VM
483,20/10/2025 08:02,1726,10,76.7,12.6,0,New VM active
484,20/10/2025 08:03,2215,10,88.6,34.4,60,Scale-out triggered
485,20/10/2025 08:04,1956,10,78.2,14.1,60,Provisioning new VM
486,20/10/2025 08:05,4440,10,100,50,60,Provisioning new VM
487,20/10/2025 08:06,1985,10,79.4,15.3,60,Provisioning new VM
488,20/10/2025 08:07,1868,11,74.7,11,0,New VM active
489,20/10/2025 08:08,2616,11,95.1,92.9,60,Scale-out triggered
490,20/10/2025 08:09,2398,11,87.2,29.7,60,Provisioning new VM
491,20/10/2025 08:10,2158,11,78.5,14.3,60,Provisioning new VM
492,20/10/2025 08:11,2560,11,93.1,62.7,60,Provisioning new VM
493,20/10/2025 08:12,2181,12,79.3,15.2,0,New VM active
494,20/10/2025 08:13,4819,12,100,50,60,Scale-out triggered
495,20/10/2025 08:14,2571,12,85.7,25.7,60,Provisioning new VM
496,20/10/2025 08:15,2306,12,76.9,12.8,60,Provisioning new VM
497,20/10/2025 08:16,1880,12,62.7,5.3,60,Provisioning new VM
498,20/10/2025 08:17,2109,13,70.3,8.3,0,New VM active
499,20/10/2025 08:18,1924,13,59.2,4.3,0,Normal load
500,20/10/2025 08:19,1787,13,55,3.4,0,Normal load
501,20/10/2025 08:20,2410,13,74.2,10.6,60,Scale-out triggered
502,20/10/2025 08:21,2676,13,82.3,19.2,60,Provisioning new VM
503,20/10/2025 08:22,1782,13,54.8,3.3,60,Provisioning new VM
504,20/10/2025 08:23,5780,13,100,50,60,Provisioning new VM
505,20/10/2025 08:24,1984,14,61,4.8,0,New VM active
506,20/10/2025 08:25,5071,14,100,50,60,Scale-out triggered
507,20/10/2025 08:26,1000,14,28.6,0.6,60,Provisioning new VM
508,20/10/2025 08:27,1927,14,55.1,3.4,60,Provisioning new VM
509,20/10/2025 08:28,2173,14,62.1,5.1,60,Provisioning new VM
510,20/10/2025 08:29,1936,15,55.3,3.4,0,New VM active
511,20/10/2025 08:30,2233,15,59.5,4.4,0,Normal load
512,20/10/2025 08:31,2146,15,57.2,3.8,0,Normal load
513,20/10/2025 08:32,2095,15,55.9,3.5,0,Normal load
514,20/10/2025 08:33,4787,15,100,50,60,Scale-out triggered
515,20/10/2025 08:34,2004,15,53.4,3.1,60,Provisioning new VM
516,20/10/2025 08:35,2364,15,63,5.4,60,Provisioning new VM
517,20/10/2025 08:36,2295,15,61.2,4.8,60,Provisioning new VM
518,20/10/2025 08:37,948,15,25.3,0.4,0,Scale-in
519,20/10/2025 08:38,2187,15,58.3,4.1,0,Normal load
520,20/10/2025 08:39,1181,14,31.5,0.7,0,Scale-in
521,20/10/2025 08:40,1709,14,48.8,2.3,0,Normal load
522,20/10/2025 08:41,2307,14,65.9,6.4,0,Normal load
523,20/10/2025 08:42,1981,14,56.6,3.7,0,Normal load
524,20/10/2025 08:43,2314,14,66.1,6.4,0,Normal load
525,20/10/2025 08:44,1954,14,55.8,3.5,0,Normal load
526,20/10/2025 08:45,1673,14,47.8,2.2,0,Normal load
527,20/10/2025 08:46,1721,14,49.2,2.4,0,Normal load
528,20/10/2025 08:47,2173,14,62.1,5.1,0,Normal load
529,20/10/2025 08:48,2230,14,63.7,5.6,0,Normal load
530,20/10/2025 08:49,4790,14,100,50,60,Scale-out triggered
531,20/10/2025 08:50,2332,14,66.6,6.7,60,Provisioning new VM
532,20/10/2025 08:51,1711,14,48.9,2.3,60,Provisioning new VM
533,20/10/2025 08:52,2142,14,61.2,4.8,60,Provisioning new VM
534,20/10/2025 08:53,1833,15,52.4,2.9,0,New VM active
535,20/10/2025 08:54,1984,15,52.9,3,0,Normal load
536,20/10/2025 08:55,2173,15,57.9,4,0,Normal load
537,20/10/2025 08:56,1928,15,51.4,2.7,0,Normal load
538,20/10/2025 08:57,2056,15,54.8,3.3,0,Normal load
539,20/10/2025 08:58,2432,15,64.9,6,0,Normal load
540,20/10/2025 08:59,2004,15,53.4,3.1,0,Normal load
541,20/10/2025 09:00,2386,15,63.6,5.6,0,Normal load
542,20/10/2025 09:01,1855,15,49.5,2.4,0,Normal load
543,20/10/2025 09:02,2303,15,61.4,4.9,0,Normal load
544,20/10/2025 09:03,2549,15,68,7.2,0,Normal load
545,20/10/2025 09:04,1493,14,39.8,1.3,0,Scale-in
546,20/10/2025 09:05,972,13,27.8,0.5,0,Scale-in
547,20/10/2025 09:06,2316,13,71.3,8.8,60,Scale-out triggered
548,20/10/2025 09:07,2105,13,64.8,6,60,Provisioning new VM
549,20/10/2025 09:08,2260,13,69.5,7.9,60,Provisioning new VM
550,20/10/2025 09:09,1997,13,61.4,4.9,60,Provisioning new VM
551,20/10/2025 09:10,2183,14,67.2,6.9,0,New VM active
552,20/10/2025 09:11,2118,14,60.5,4.6,0,Normal load
553,20/10/2025 09:12,2475,14,70.7,8.5,60,Scale-out triggered
554,20/10/2025 09:13,2229,14,63.7,5.6,60,Provisioning new VM
555,20/10/2025 09:14,2251,14,64.3,5.8,60,Provisioning new VM
556,20/10/2025 09:15,2049,14,58.5,4.1,60,Provisioning new VM
557,20/10/2025 09:16,2028,15,57.9,4,0,New VM active
558,20/10/2025 09:17,2043,15,54.5,3.3,0,Normal load
559,20/10/2025 09:18,2267,15,60.5,4.6,0,Normal load
560,20/10/2025 09:19,2046,15,54.6,3.3,0,Normal load
561,20/10/2025 09:20,2238,15,59.7,4.4,0,Normal load
562,20/10/2025 09:21,2720,15,72.5,9.6,60,Scale-out triggered
563,20/10/2025 09:22,2395,15,63.9,5.6,60,Provisioning new VM
564,20/10/2025 09:23,2072,15,55.3,3.4,60,Provisioning new VM
565,20/10/2025 09:24,2484,15,66.2,6.5,60,Provisioning new VM
566,20/10/2025 09:25,2050,16,54.7,3.3,0,New VM active
567,20/10/2025 09:26,1610,16,40.2,1.4,0,Normal load
568,20/10/2025 09:27,1888,16,47.2,2.1,0,Normal load
569,20/10/2025 09:28,1655,16,41.4,1.5,0,Normal load
570,20/10/2025 09:29,2065,16,51.6,2.8,0,Normal load
571,20/10/2025 09:30,2165,16,54.1,3.2,0,Normal load
572,20/10/2025 09:31,2613,16,65.3,6.2,0,Normal load
573,20/10/2025 09:32,2248,16,56.2,3.6,0,Normal load
574,20/10/2025 09:33,2101,16,52.5,2.9,0,Normal load
575,20/10/2025 09:34,2384,16,59.6,4.4,0,Normal load
576,20/10/2025 09:35,1563,15,39.1,1.3,0,Scale-in
577,20/10/2025 09:36,5559,15,100,50,60,Scale-out triggered
578,20/10/2025 09:37,2368,15,63.1,5.4,60,Provisioning new VM
579,20/10/2025 09:38,880,15,23.5,0.4,60,Provisioning new VM
580,20/10/2025 09:39,2469,15,65.8,6.3,60,Provisioning new VM
581,20/10/2025 09:40,2251,16,60,4.5,0,New VM active
582,20/10/2025 09:41,2048,16,51.2,2.7,0,Normal load
583,20/10/2025 09:42,2331,16,58.3,4.1,0,Normal load
584,20/10/2025 09:43,2773,16,69.3,7.8,0,Normal load
585,20/10/2025 09:44,2209,16,55.2,3.4,0,Normal load
586,20/10/2025 09:45,2227,16,55.7,3.5,0,Normal load
587,20/10/2025 09:46,5090,16,100,50,60,Scale-out triggered
588,20/10/2025 09:47,1931,16,48.3,2.3,60,Provisioning new VM
589,20/10/2025 09:48,2384,16,59.6,4.4,60,Provisioning new VM
590,20/10/2025 09:49,1929,16,48.2,2.2,60,Provisioning new VM
591,20/10/2025 09:50,2179,17,54.5,3.3,0,New VM active
592,20/10/2025 09:51,2031,17,47.8,2.2,0,Normal load
593,20/10/2025 09:52,2289,17,53.9,3.1,0,Normal load
594,20/10/2025 09:53,2250,17,52.9,3,0,Normal load
595,20/10/2025 09:54,2440,17,57.4,3.9,0,Normal load
596,20/10/2025 09:55,2022,17,47.6,2.2,0,Normal load
597,20/10/2025 09:56,1044,16,24.6,0.4,0,Scale-in
598,20/10/2025 09:57,1896,16,47.4,2.1,0,Normal load
599,20/10/2025 09:58,5100,16,100,50,60,Scale-out triggered
600,20/10/2025 09:59,2262,16,56.6,3.7,60,Provisioning new VM
601,20/10/2025 10:00,2364,16,59.1,4.3,60,Provisioning new VM
602,20/10/2025 10:01,1911,16,47.8,2.2,60,Provisioning new VM
603,20/10/2025 10:02,2395,17,59.9,4.5,0,New VM active
604,20/10/2025 10:03,2526,17,59.4,4.4,0,Normal load
605,20/10/2025 10:04,2272,17,53.5,3.1,0,Normal load
606,20/10/2025 10:05,2667,17,62.8,5.3,0,Normal load
607,20/10/2025 10:06,1951,17,45.9,1.9,0,Normal load
608,20/10/2025 10:07,1824,17,42.9,1.6,0,Normal load
609,20/10/2025 10:08,1680,16,39.5,1.3,0,Scale-in
610,20/10/2025 10:09,2564,16,64.1,5.7,0,Normal load
611,20/10/2025 10:10,2337,16,58.4,4.1,0,Normal load
612,20/10/2025 10:11,2145,16,53.6,3.1,0,Normal load
613,20/10/2025 10:12,2236,16,55.9,3.5,0,Normal load
614,20/10/2025 10:13,928,15,23.2,0.4,0,Scale-in
615,20/10/2025 10:14,2820,15,75.2,11.4,60,Scale-out triggered
616,20/10/2025 10:15,2195,15,58.5,4.1,60,Provisioning new VM
617,20/10/2025 10:16,2190,15,58.4,4.1,60,Provisioning new VM
618,20/10/2025 10:17,2356,15,62.8,5.3,60,Provisioning new VM
619,20/10/2025 10:18,2290,16,61.1,4.8,0,New VM active
620,20/10/2025 10:19,2220,16,55.5,3.5,0,Normal load
621,20/10/2025 10:20,1947,16,48.7,2.3,0,Normal load
622,20/10/2025 10:21,2287,16,57.2,3.8,0,Normal load
623,20/10/2025 10:22,2668,16,66.7,6.7,0,Normal load
624,20/10/2025 10:23,2523,16,63.1,5.4,0,Normal load
625,20/10/2025 10:24,2590,16,64.8,5.9,0,Normal load
626,20/10/2025 10:25,5055,16,100,50,60,Scale-out triggered
627,20/10/2025 10:26,1893,16,47.3,2.1,60,Provisioning new VM
628,20/10/2025 10:27,2126,16,53.2,3,60,Provisioning new VM
629,20/10/2025 10:28,2175,16,54.4,3.2,60,Provisioning new VM
630,20/10/2025 10:29,2455,17,61.4,4.9,0,New VM active
631,20/10/2025 10:30,852,16,20,0.3,0,Scale-in
632,20/10/2025 10:31,2573,16,64.3,5.8,0,Normal load
633,20/10/2025 10:32,5293,16,100,50,60,Scale-out triggered
634,20/10/2025 10:33,2045,16,51.1,2.7,60,Provisioning new VM
635,20/10/2025 10:34,1887,16,47.2,2.1,60,Provisioning new VM
636,20/10/2025 10:35,1713,16,42.8,1.6,60,Provisioning new VM
637,20/10/2025 10:36,2382,17,59.6,4.4,0,New VM active
638,20/10/2025 10:37,1090,16,25.6,0.4,0,Scale-in
639,20/10/2025 10:38,1812,16,45.3,1.9,0,Normal load
640,20/10/2025 10:39,1810,16,45.2,1.9,0,Normal load
641,20/10/2025 10:40,2069,16,51.7,2.8,0,Normal load
642,20/10/2025 10:41,2611,16,65.3,6.1,0,Normal load
643,20/10/2025 10:42,2090,16,52.2,2.9,0,Normal load
644,20/10/2025 10:43,1754,16,43.8,1.7,0,Normal load
645,20/10/2025 10:44,2094,16,52.4,2.9,0,Normal load
646,20/10/2025 10:45,2086,16,52.2,2.8,0,Normal load
647,20/10/2025 10:46,3600,16,90,40.5,60,Scale-out triggered
648,20/10/2025 10:47,2145,16,53.6,3.1,60,Provisioning new VM
649,20/10/2025 10:48,2098,16,52.4,2.9,60,Provisioning new VM
650,20/10/2025 10:49,2348,16,58.7,4.2,60,Provisioning new VM
651,20/10/2025 10:50,2659,17,66.5,6.6,0,New VM active
652,20/10/2025 10:51,2464,17,58,4,0,Normal load
653,20/10/2025 10:52,2087,17,49.1,2.4,0,Normal load
654,20/10/2025 10:53,1861,17,43.8,1.7,0,Normal load
655,20/10/2025 10:54,1427,16,33.6,0.8,0,Scale-in
656,20/10/2025 10:55,2176,16,54.4,3.2,0,Normal load
657,20/10/2025 10:56,2164,16,54.1,3.2,0,Normal load
658,20/10/2025 10:57,2153,16,53.8,3.1,0,Normal load
659,20/10/2025 10:58,2213,16,55.3,3.4,0,Normal load
660,20/10/2025 10:59,2121,16,53,3,0,Normal load
661,20/10/2025 11:00,5013,16,100,50,60,Scale-out triggered
662,20/10/2025 11:01,5031,16,100,50,60,Provisioning new VM
663,20/10/2025 11:02,5378,16,100,50,60,Provisioning new VM
664,20/10/2025 11:03,1007,16,25.2,0.4,60,Provisioning new VM
665,20/10/2025 11:04,1968,17,49.2,2.4,0,New VM active
666,20/10/2025 11:05,2189,17,51.5,2.7,0,Normal load
667,20/10/2025 11:06,2091,17,49.2,2.4,0,Normal load
668,20/10/2025 11:07,2566,17,60.4,4.6,0,Normal load
669,20/10/2025 11:08,1444,16,34,0.9,0,Scale-in
670,20/10/2025 11:09,2455,16,61.4,4.9,0,Normal load
671,20/10/2025 11:10,2496,16,62.4,5.2,0,Normal load
672,20/10/2025 11:11,1600,16,40,1.3,0,Normal load
673,20/10/2025 11:12,2067,16,51.7,2.8,0,Normal load
674,20/10/2025 11:13,2060,16,51.5,2.7,0,Normal load
675,20/10/2025 11:14,1780,16,44.5,1.8,0,Normal load
676,20/10/2025 11:15,1950,16,48.8,2.3,0,Normal load
677,20/10/2025 11:16,1860,16,46.5,2,0,Normal load
678,20/10/2025 11:17,2633,16,65.8,6.3,0,Normal load
679,20/10/2025 11:18,2413,16,60.3,4.6,0,Normal load
680,20/10/2025 11:19,2503,16,62.6,5.2,0,Normal load
681,20/10/2025 11:20,2355,16,58.9,4.2,0,Normal load
682,20/10/2025 11:21,1855,16,46.4,2,0,Normal load
683,20/10/2025 11:22,2018,16,50.4,2.6,0,Normal load
684,20/10/2025 11:23,2292,16,57.3,3.8,0,Normal load
685,20/10/2025 11:24,1830,16,45.8,1.9,0,Normal load
686,20/10/2025 11:25,2353,16,58.8,4.2,0,Normal load
687,20/10/2025 11:26,2095,16,52.4,2.9,0,Normal load
688,20/10/2025 11:27,2059,16,51.5,2.7,0,Normal load
689,20/10/2025 11:28,2352,16,58.8,4.2,0,Normal load
690,20/10/2025 11:29,2280,16,57,3.8,0,Normal load
691,20/10/2025 11:30,2063,16,51.6,2.7,0,Normal load
692,20/10/2025 11:31,2473,16,61.8,5,0,Normal load
693,20/10/2025 11:32,1868,16,46.7,2,0,Normal load
694,20/10/2025 11:33,2326,16,58.2,4,0,Normal load
695,20/10/2025 11:34,2320,16,58,4,0,Normal load
696,20/10/2025 11:35,2076,16,51.9,2.8,0,Normal load
697,20/10/2025 11:36,2248,16,56.2,3.6,0,Normal load
698,20/10/2025 11:37,1822,16,45.6,1.9,0,Normal load
699,20/10/2025 11:38,2409,16,60.2,4.6,0,Normal load
700,20/10/2025 11:39,2110,16,52.8,2.9,0,Normal load
701,20/10/2025 11:40,2019,16,50.5,2.6,0,Normal load
702,20/10/2025 11:41,6108,16,100,50,60,Scale-out triggered
703,20/10/2025 11:42,1970,16,49.2,2.4,60,Provisioning new VM
704,20/10/2025 11:43,1780,16,44.5,1.8,60,Provisioning new VM
705,20/10/2025 11:44,1740,16,43.5,1.7,60,Provisioning new VM
706,20/10/2025 11:45,2324,17,58.1,4,0,New VM active
707,20/10/2025 11:46,1814,17,42.7,1.6,0,Normal load
708,20/10/2025 11:47,2634,17,62,5.1,0,Normal load
709,20/10/2025 11:48,1598,16,37.6,1.1,0,Scale-in
710,20/10/2025 11:49,6545,16,100,50,60,Scale-out triggered
711,20/10/2025 11:50,2217,16,55.4,3.4,60,Provisioning new VM
712,20/10/2025 11:51,2134,16,53.4,3.1,60,Provisioning new VM
713,20/10/2025 11:52,5032,16,100,50,60,Provisioning new VM
714,20/10/2025 11:53,2268,17,56.7,3.7,0,New VM active
715,20/10/2025 11:54,5375,17,100,50,60,Scale-out triggered
716,20/10/2025 11:55,2458,17,57.8,4,60,Provisioning new VM
717,20/10/2025 11:56,2191,17,51.6,2.7,60,Provisioning new VM
718,20/10/2025 11:57,2201,17,51.8,2.8,60,Provisioning new VM
719,20/10/2025 11:58,2062,18,48.5,2.3,0,New VM active
720,20/10/2025 11:59,5362,18,100,50,60,Scale-out triggered
721,20/10/2025 12:00,1246,18,27.7,0.5,60,Provisioning new VM
722,20/10/2025 12:01,943,18,21,0.3,60,Provisioning new VM
723,20/10/2025 12:02,998,18,22.2,0.3,60,Provisioning new VM
724,20/10/2025 12:03,1311,18,29.1,0.6,0,Scale-in
725,20/10/2025 12:04,1226,17,27.2,0.5,0,Scale-in
726,20/10/2025 12:05,1172,16,27.6,0.5,0,Scale-in
727,20/10/2025 12:06,1203,15,30.1,0.6,0,Scale-in
728,20/10/2025 12:07,1252,14,33.4,0.8,0,Scale-in
729,20/10/2025 12:08,1119,13,32,0.8,0,Scale-in
730,20/10/2025 12:09,1083,12,33.3,0.8,0,Scale-in
731,20/10/2025 12:10,1229,12,41,1.4,0,Normal load
732,20/10/2025 12:11,1053,11,35.1,0.9,0,Scale-in
733,20/10/2025 12:12,1261,11,45.9,1.9,0,Normal load
734,20/10/2025 12:13,945,10,34.4,0.9,0,Scale-in
735,20/10/2025 12:14,1354,10,54.2,3.2,0,Normal load
736,20/10/2025 12:15,1271,10,50.8,2.6,0,Normal load
737,20/10/2025 12:16,1238,10,49.5,2.4,0,Normal load
738,20/10/2025 12:17,1347,10,53.9,3.1,0,Normal load
739,20/10/2025 12:18,1450,10,58,4,0,Normal load
740,20/10/2025 12:19,1352,10,54.1,3.2,0,Normal load
741,20/10/2025 12:20,924,9,37,1.1,0,Scale-in
742,20/10/2025 12:21,1008,9,44.8,1.8,0,Normal load
743,20/10/2025 12:22,2766,9,100,50,60,Scale-out triggered
744,20/10/2025 12:23,1204,9,53.5,3.1,60,Provisioning new VM
745,20/10/2025 12:24,1278,9,56.8,3.7,60,Provisioning new VM
746,20/10/2025 12:25,2728,9,100,50,60,Provisioning new VM
747,20/10/2025 12:26,1228,10,54.6,3.3,0,New VM active
748,20/10/2025 12:27,1087,10,43.5,1.7,0,Normal load
749,20/10/2025 12:28,1108,10,44.3,1.8,0,Normal load
750,20/10/2025 12:29,989,9,39.6,1.3,0,Scale-in
751,20/10/2025 12:30,2654,9,100,50,60,Scale-out triggered
752,20/10/2025 12:31,499,9,22.2,0.3,60,Provisioning new VM
753,20/10/2025 12:32,1054,9,46.8,2.1,60,Provisioning new VM
754,20/10/2025 12:33,1358,9,60.4,4.6,60,Provisioning new VM
755,20/10/2025 12:34,2644,10,100,50,0,New VM active
756,20/10/2025 12:35,1595,10,63.8,5.6,0,Normal load
757,20/10/2025 12:36,1274,10,51,2.6,0,Normal load
758,20/10/2025 12:37,3069,10,100,50,60,Scale-out triggered
759,20/10/2025 12:38,1071,10,42.8,1.6,60,Provisioning new VM
760,20/10/2025 12:39,1305,10,52.2,2.9,60,Provisioning new VM
761,20/10/2025 12:40,1114,10,44.6,1.8,60,Provisioning new VM
762,20/10/2025 12:41,3046,11,100,50,0,New VM active
763,20/10/2025 12:42,1584,11,57.6,3.9,0,Normal load
764,20/10/2025 12:43,1186,11,43.1,1.6,0,Normal load
765,20/10/2025 12:44,1372,11,49.9,2.5,0,Normal load
766,20/10/2025 12:45,1095,10,39.8,1.3,0,Scale-in
767,20/10/2025 12:46,1195,10,47.8,2.2,0,Normal load
768,20/10/2025 12:47,1466,10,58.6,4.2,0,Normal load
769,20/10/2025 12:48,1106,10,44.2,1.8,0,Normal load
770,20/10/2025 12:49,1472,10,58.9,4.2,0,Normal load
771,20/10/2025 12:50,653,9,26.1,0.5,0,Scale-in
772,20/10/2025 12:51,1116,9,49.6,2.4,0,Normal load
773,20/10/2025 12:52,3237,9,100,50,60,Scale-out triggered
774,20/10/2025 12:53,1346,9,59.8,4.5,60,Provisioning new VM; Network event
775,20/10/2025 12:54,1293,9,57.5,3.9,60,Provisioning new VM
776,20/10/2025 12:55,964,9,42.8,1.6,60,Provisioning new VM
777,20/10/2025 12:56,1091,10,48.5,2.3,0,New VM active
778,20/10/2025 12:57,581,9,23.2,0.4,0,Scale-in
779,20/10/2025 12:58,1189,9,52.8,3,0,Normal load
780,20/10/2025 12:59,1293,9,57.5,3.9,0,Normal load
781,20/10/2025 13:00,1227,9,54.5,3.3,0,Normal load
782,20/10/2025 13:01,1000,9,44.4,1.8,0,Normal load
783,20/10/2025 13:02,1257,9,55.9,3.5,0,Normal load
784,20/10/2025 13:03,1292,9,57.4,3.9,0,Normal load
785,20/10/2025 13:04,1284,9,57.1,3.8,0,Normal load
786,20/10/2025 13:05,1362,9,60.5,4.6,0,Normal load
787,20/10/2025 13:06,1325,9,58.9,4.2,0,Normal load
788,20/10/2025 13:07,1269,9,56.4,3.6,0,Normal load
789,20/10/2025 13:08,1189,9,52.8,3,0,Normal load
790,20/10/2025 13:09,951,9,42.3,1.5,0,Normal load
791,20/10/2025 13:10,1264,9,56.2,3.6,0,Normal load
792,20/10/2025 13:11,1231,9,54.7,3.3,0,Normal load
793,20/10/2025 13:12,1241,9,55.2,3.4,0,Normal load
794,20/10/2025 13:13,1008,9,44.8,1.8,0,Normal load
795,20/10/2025 13:14,2595,9,100,50,60,Scale-out triggered
796,20/10/2025 13:15,1358,9,60.4,4.6,60,Provisioning new VM
797,20/10/2025 13:16,1194,9,53.1,3,60,Provisioning new VM
798,20/10/2025 13:17,3256,9,100,50,60,Provisioning new VM
799,20/10/2025 13:18,1204,10,53.5,3.1,0,New VM active
800,20/10/2025 13:19,1204,10,48.2,2.2,0,Normal load
801,20/10/2025 13:20,670,9,26.8,0.5,0,Scale-in
802,20/10/2025 13:21,1123,9,49.9,2.5,0,Normal load
803,20/10/2025 13:22,1214,9,54,3.2,0,Normal load
804,20/10/2025 13:23,1131,9,50.3,2.5,0,Normal load
805,20/10/2025 13:24,1135,9,50.4,2.6,0,Normal load
806,20/10/2025 13:25,1154,9,51.3,2.7,0,Normal load
807,20/10/2025 13:26,1233,9,54.8,3.3,0,Normal load
808,20/10/2025 13:27,1128,9,50.1,2.5,0,Normal load
809,20/10/2025 13:28,1388,9,61.7,5,0,Normal load
810,20/10/2025 13:29,2665,9,100,50,60,Scale-out triggered
811,20/10/2025 13:30,1172,9,52.1,2.8,60,Provisioning new VM
812,20/10/2025 13:31,2835,9,100,50,60,Provisioning new VM
813,20/10/2025 13:32,3543,9,100,50,60,Provisioning new VM
814,20/10/2025 13:33,1229,10,54.6,3.3,0,New VM active
815,20/10/2025 13:34,1355,10,54.2,3.2,0,Normal load
816,20/10/2025 13:35,977,9,39.1,1.3,0,Scale-in
817,20/10/2025 13:36,3100,9,100,50,60,Scale-out triggered
818,20/10/2025 13:37,1333,9,59.2,4.3,60,Provisioning new VM
819,20/10/2025 13:38,1212,9,53.9,3.1,60,Provisioning new VM
820,20/10/2025 13:39,1360,9,60.4,4.6,60,Provisioning new VM
821,20/10/2025 13:40,1122,10,49.9,2.5,0,New VM active
822,20/10/2025 13:41,1411,10,56.4,3.7,0,Normal load
823,20/10/2025 13:42,1545,10,61.8,5,0,Normal load
824,20/10/2025 13:43,1146,10,45.8,1.9,0,Normal load
825,20/10/2025 13:44,1133,10,45.3,1.9,0,Normal load
826,20/10/2025 13:45,3545,10,100,50,60,Scale-out triggered
827,20/10/2025 13:46,1437,10,57.5,3.9,60,Provisioning new VM
828,20/10/2025 13:47,561,10,22.4,0.3,60,Provisioning new VM
